id,brand,categories,manufacturer,name,reviews.date,reviews.dateAdded,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-07-17T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,44063038,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=14,As per many of the other reviews -- PLEASE BRING BACK COCOA. I've used this shade for over 7 years -- I have never had a lipstick that works as well as COCOA. It's the best!!! PLEASE PLEASE PLEASE bring it back. I've tried other Burt's Bees shades -- but nothing looks as good as COCOA. 1 Star -- only because there is no COCOA.,COCOA -- PLEASE,Gigi820
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-10-27T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,48471337,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=7,"I used to love your lip shimmers, I even opted to use the cocoa lip shimmer for my wedding, paired with all the expensive make-up I bought for the special occasion. I am very disappointed to discover after periodically looking in different stores for months (years), that you have discontinued your cocoa color. I have bought two other colors in attempt to replace my last cocoa, but they look just awful on me. Please (PLEASE PLEASE!!) bring back cocoa!!",Bring back COCOA!!,Hoppy
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-12-07T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,37387490,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=7,"The Rhubarb lip shimmer was my favorite and I used to be able to wear it with everything. This summer I went to buy more of it and noticed that the color of the cap was different than the one I was using. I bought it and brought it home, and the shade is definitely not the same - it is darker and more pink. It feels a little more waxy also. I am so disappointed! I am wondering why you would change the color and/or formula if this is your best seller",Bring back old Rhubarb color!,familygirl
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-06-27T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,32724530,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=7,"Burt's bees doesn't usually disappoint, but this product left me sourly disappointed. While the color and product are probably good, I'll never know because the container was poorly made. The turning dial at the bottom could bring the product up but it would't bring it back down. I was left with this large stick of product just hanging out and a huge mess. I seriously hope they'll accept a return because I wasted my money on this product.",Broke on first try,Bexs
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-12-10T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,37469780,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=6,"I have almost every Burts Bees color of lip shimmer, and I'm only luke warm happy with a couple of them of them. Many of them I hate (and give away to a friend). But COCOA is my favorite lip color of all time--across every brand of lip stick. And Burts Bees has discontinued it the new colors to replace it are completely awful looking on me and now I'm completely out of cocoa lip shimmer. If you don't bring back cocoa lip shimmer soon, you've completely and forever lost a customer. Promise.",Totally disappointed,kstout
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-07-06T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,43760199,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=6,"Usually, I pass on registering on sites, but if it will help bring back Cocoa Lip Shimmer, it will have been time well spent. It was my go-to lip product for years and I'm sparingly using the last of it. The same applies to a friend of mine. Both of us are dismayed and none of the other colors is just right. I selected 1 star to reflect my disappointment, but it would have been a 5 if the perfect color for me, and obviously others, hadn't been eliminated. Please bring Cocoa back!",On the Cocoa bandwagon,gococoa
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-04-07T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,30353456,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=5,"I have been purchasing the cocoa lip shimmer for as long as I can remember. I regularly have 5 or more of these floating around purses, make up bags, my desk at work, my car, everywhere. I was so upset to hear that this color has been discontinued. I know several girls at the office use this product too and we joke about how much we Rely on it. Please bring back cocoa. I attempted the plum tonight and hate it . . . fig isn't good either. I am very disappointed in ending a product that was loved by so many.",BRING BACK COCOA,NEEDcocoaBACK
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2015-12-20T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,,97804155,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=5,"I just found out that Merlot is discontinued! Terrible news! I also read several reviews on Cocoa, which was apparently discontinued and brought back. I think the same should be done with Merlot. I checked on ebay and people are selling it for outrageous prices, which is an indicator that there are lots of other folks who feel like me! Please bring it back! It was the perfect shade of red, and you don't have other reds now...only pinks, browns, but nothing that dark. Loved it!",What happened to Merlot!,Mona27
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-11-20T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,36929785,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=4,"No, I can't recommend this product to a friend because it no longer is available. I can't give it a 5 star excellent rating either, because I can no longer purchase the product. I just returned home after searching several stores for my favorite lip gloss. To my dismay I discovered that the shade Cocoa has been discontinued. Why It's the best color for me. I've been using it for years. I also see that there are many more like me that want you to bring back Cocoa. Not even one of the other shades work for me. Please, I hope you are listening.",Please Bring Back Cocoa,An anonymous customer
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-11-20T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,36921833,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=4,"I recently bought two tubes of lip shimmer. I LOVE the lip shimmer I had in the past. HOWEVER, the new formulation is NOT GOOD!! I applied the lip shimmer and realized that it was totally rancid. I looked at the ingredients and see that they've changed the formulation to include soy oil and canola oil....both of these oils go rancid VERY quickly and actually promote free radical damage because they are unstable oils. I am returning the two tubes immediately. Burts Bees.....PLEASE return to the previous formula. Rancid oils are no good!!",Old Formula was SO much better!!,NaturalBaby
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-01-15T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,38611881,1,https://www.walmart.com/reviews/product/10451615,"I do not normally do this sort of thing, but once I logged in and saw the other comments, I decided I should have my say also. I hate lipstick-I hate the way it feels and I hate the ingredients. The only product I like to use is the Lip Shimmer, and it is a fantastic product-one that I have introduced many people to over the years! Like a lot of the other folks on here, COCOA is the only shade that works with my skin tone-all of the others are too light or orange-y. We are not all as fortunate as the reviewer in Hawaii that can use any of the colors! I am devastated that COCOA is no longer available, devastated I tell you. I cannot find any other color close to this and have even tried mixing two colors, but nothing seems to work. Which means, I have had to stop using this product all together and that just makes me sad. I have used BB products for years and now I am a little disheartened by this-so, I hope that you do listen to your fans and bring our cocoa back. PLEASE",I with the rest of the group!,Penelope
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-04-05T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,30323776,1,https://www.walmart.com/reviews/product/10451615,"The Lip Shimmers line is great. I have particularly been a fan of the Papaya color ever since I first saw it years ago. It is (was) a great color with bronze/brown tones that worked well for my tones. I got compliments all the time. Apparently Burt's Bees has elected to revamp these colors for no apparent reason, and all of these new colors are very pink toned. You will notice that all of the many, many complaints are from people who preferred bronze or brown tones who have been left behind by this change. I am at a loss to explain why this company would ignore such brand loyalty by changing these colors for essentially no reason, and while providing no acceptable substitute. Please reconsider this decision to provide only pink-toned Lip Shimmers, and bring back the bronze-toned ones, especially wonderful Papaya!",BRING BACK PAPAYA LIP SHIMMER,PAYAPALIPSHIMMER
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2016-02-09T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,,101971012,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=3,"I am only giving one star, because of my wasted time. I bought the first tube at a drug store. Love the color on me (Plum). The next day, I rolled it up a little for more coverage and it would not roll back down. Went back to the drug store and returned it for a new tube. Tried it in the store and it rolled up a little and it rolled down. I left the store, got in my car, while driving, I went to apply...rolled it up, applied, then it would not roll down. So I made a u turn and went back to the store. This happened on 4 trips. DANG, FIX THE TUBES.","Stick goes up, but does not come down-4 tubes",Melody07
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-09-15T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,46001498,1,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=3,"I am sure if you advertised the return of Cocoa and set a release date, you would sell out that day! Can you imagine the publicity you could generate from the whole Cocoa following! All of the ad possibilities... Commercials with real women scrambling to buy it out... If the company has no plans to bring back Cocoa at this time, then maybe they should fire the marketing department and hire me. The new shades do not compare to the old ones as evidenced by your own customer forum. I would not recommend the new shades to anyone. They don't even compare to the old ones.",MAKE HISTORY WITH COCOA,GENIUS
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2012-08-18T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,34122612,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=50,Bring back the old rhubarb - the new tone is too red.,Ruined the colors,Maybelle
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2009-12-30T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,8274411,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=47,didn't like the texture nor the toffee shade. it felt like i was wearing saran wrap on my lips.,not too great,gradgal
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-01-15T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,38615463,2,"https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=37,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=36",I love the colors and goes on smooth and even. Unfortunately it doesn't stay on long. Comes on even without eating or drinking. Seems to rub off with speaking.,Short lasting,An anonymous customer
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2009-08-29T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,5945926,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=36,It was too shimmery and made me feel like I was wearing a child's chapstick. The color was fine but if the sparkle was toned down I would have no problems with it.,To shimmery!,PurpleTiger9
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2009-09-11T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,6134697,2,"https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=33,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=32","my husband bought one for me because he know how much i love those products. Well i hate it !! it makes my lips totally dry, and the color is way too intense, for sure it stayed too long...",hmmmm,frenchi
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2009-08-23T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,5542131,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=35,I do very much love how this product adds a shimmery look to my lips... it's just that I find it to be too sticky! I don't use it as often as I'd like for this reason. :(,Nice shimmer but...,An anonymous customer
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2016-03-09T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,,104608429,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=19,"Love the Lip Shimmer feel, but the color I bought (Grapefruit) didn't give me the light pink color I was after. Instead, my lips looked white and pasty. Had to throw it out.",color-less,gemstate
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-08-21T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,45173739,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=16,"I have used the cocoa lip shimmer for years and I love it, but it has been discontinued. I have tried several of the new colors but have wasted my money as none of these compare to the Cocoa. I know that Cocoa was a popular color because it was always out of stock. Hoping that Burt's Bee will bring back Cocoa soon!!!",Poor color selection!,Dee42
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-03-13T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,40471535,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=15,"I bought this product thinking I would love it because I love the clear regular burts bees, but this berry color easily comes off when you drink anything and if you accidentally get it on your skin around your lips good luck getting it off...it just makes your skin look irritated and red. Not my favorite unfortunately.",This product stains skin,Adventurousone
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2011-03-27T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,19658959,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=15,"As a faithful user (and recommender) of the nutmeg lip shimmer for several years, I was pretty upset to find that my recent replacement was now sticky, with weak color, no feeling of peppermint, and didn't last. Did the recipe change (The label is the same.) Please say I can get the original quality back somehow.",What happened,hopeful4
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2010-03-12T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,9955364,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=13,"i didn't care for the two colors that i purchased, which i think were guava + rhubarb. they went on like a colored soft chapstick lip balm and i guess i was hoping for more of a lipstick or lipgloss texture. sad to say that i won't be buying these again, although i like the natural ingredients. they were fairly expensive too, considering.",not great color,makeuplassCJ
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2010-11-03T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,FALSE,15948011,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=13,"My lips tend to get dry easily and this product didn't effectively hydrate them. In fact, it highlighted the dry ridges on my lips in quite an unflattering way. It was fine appearance-wise if I had just exfoliated my lips, but dreadful otherwise. I ended up having to buy a different product. It's probably good for those with normal lips.",Not for Dry Lips,PinkPeonies
AVpf63aJLJeJML43F__Q,Burt's Bees,"Personal Care,Makeup,Lipstick, Lip Gloss, & Lip Balm,Lip Gloss,Beauty,Lips,Beauty & Personal Care,Skin Care,Lip Care,Lip Balms & Treatments",Burt's Bees,"Burt's Bees Lip Shimmer, Raisin",2013-08-19T00:00:00.000Z,2017-09-22T05:00:06Z,FALSE,TRUE,45124997,2,https://www.walmart.com/reviews/product/10451615?limit=20&sort=relevancy&page=4,"This was a great product, but now the colors my friends and I have used in the past are no longer available.We wasted a lot of time walking the aisles of many, many stores searching for our colors. Why do you do this We have tried several of your other colors and do not like them. I'm giving two stars because of your color choices. Please return to the colors such as Nutmeg and Toffee. My friends and I are currently using other products, but would return to Burt's Bees Lip Shimmer if you added the old colors back to your collection.",Where have the good colors gone,Frustrated
